SeqName	Description	GO IDs	Enzyme Codes
plot1_0000025621_7	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016021; F:GO:0016614; P:GO:0055114	
plot30_0000020317_6	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016021; F:GO:0016614; P:GO:0055114	
plot30_0000007922_5	branched chain amino acid ABC transporter substrate-binding protein		
plot6_0000270978_3	amino acid ABC transporter substrate-binding protein		
plot1_0000563202_1	carboxypeptidase regulatory-like domain-containing protein	C:GO:0016021; F:GO:0030246	
plot1_0000560975_2	DUF1259 domain-containing protein		
plot36_0000096759_3	DUF1259 domain-containing protein		
plot1_0000449638_3	VOC family protein	F:GO:0016829; F:GO:0051213; P:GO:0055114	
plot1_0000000350_65	alcohol dehydrogenase (cytochrome c)	F:GO:0052934	EC:1.1.2.8
plot6_0000186038_3	chemotaxis protein		
plot6_0000236808_1	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215	
plot6_0000019488_4	chromate resistance protein		
plot1_0000011373_16	hypothetical protein AUI16_09165		
plot1_0000057251_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000070285_4	hypothetical protein	F:GO:0016810; F:GO:0019213	
plot30_0000005822_19	dienelactone hydrolase family protein	F:GO:0016787	
plot1_0000000868_26	MBL fold metallo-hydrolase	C:GO:0016020; C:GO:0016021; F:GO:0016787	
plot30_0000429474_2	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
plot6_0000026568_6	cupin domain-containing protein		
plot1_0000628110_2	heme-binding protein		
plot1_0000616863_4	lectin	F:GO:0030246	
plot1_0000119909_5	thioredoxin	P:GO:0006662; C:GO:0009536; F:GO:0015035; P:GO:0045454; P:GO:0055114	
plot1_0000000169_38	lectin	F:GO:0030246	
plot1_0000195353_1	lectin	F:GO:0030246	
plot6_0000109394_3	lectin	C:GO:0016020	
plot30_0000384318_2	hypothetical protein A3H95_15000		
plot1_0000218360_4	lectin	C:GO:0016021; F:GO:0030246	
plot1_0000191998_3	hypothetical protein	F:GO:0016810	
plot1_0000291237_1	hypothetical protein		
plot30_0000110164_4	SDR family oxidoreductase		
plot1_0000090494_7	methyl-accepting chemotaxis protein	C:GO:0016020	
plot1_0000422215_2	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; P:GO:0055114	EC:1.1.99.8
plot30_0000055892_6	thiol oxidoreductase	F:GO:0005488; C:GO:0016020	
plot30_0000412225_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot30_0000211481_2	cupin domain-containing protein		
plot1_0000114504_2	alpha/beta hydrolase	F:GO:0016787	
plot1_0000003250_29	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
plot6_0000090963_1	cupin domain-containing protein		
plot1_0000113017_1	sorbosone dehydrogenase	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot1_0000173055_4	ABC transporter substrate-binding protein	P:GO:0006865	
plot36_0000374634_1	ABC transporter substrate-binding protein		
plot6_0000247562_2	hypothetical protein DMG12_05080	C:GO:0016020; C:GO:0016021	
plot30_0000691768_2	Transcriptional regulatory protein WalR	P:GO:0000160	
plot30_0000095311_6	NmrA family transcriptional regulator	F:GO:0003824; F:GO:0050662	
plot30_0000183291_4	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot6_0000160256_2	lectin	C:GO:0016021	
plot30_0000102555_5	gluconolactonase	F:GO:0004341; F:GO:0016787	
plot1_0000062272_7	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
plot1_0000610769_2	hypothetical protein DMG13_07625	C:GO:0016021	
plot6_0000100786_1	alpha/beta hydrolase	F:GO:0016787	
plot30_0000203164_1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	F:GO:0004040; F:GO:0016740; F:GO:0043864	EC:3.5.1.4
plot30_0000280448_5	lectin		
plot1_0000109329_6	hypothetical protein DMD96_12255		
plot30_0000043395_5	hypothetical protein DMD96_12255		
plot30_0000032323_5	MBL fold metallo-hydrolase		
plot1_0000028759_11	carboxymethylenebutenolidase	F:GO:0016787	
plot1_0000641835_2	hypothetical protein DMD76_05320	F:GO:0004061; C:GO:0016021; P:GO:0019441	EC:3.5.1.9
plot1_0000592356_1	arylsulfatase	F:GO:0004065	EC:3.1.6.1
plot30_0000584656_2	cupin domain-containing protein		
plot1_0000123598_4	superoxide dismutase	F:GO:0004784; C:GO:0005737; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot6_0000103982_1	lectin		
plot1_0000665060_3	antibiotic biosynthesis monooxygenase	F:GO:0004497; P:GO:0055114	
plot1_0000051913_6	gluconolactonase		
plot1_0000057046_8	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
plot1_0000399910_2	autoinducer 2 ABC transporter substrate-binding protein	C:GO:0043190	
plot30_0000695115_2	SDR family oxidoreductase		
plot36_0000259976_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000602792_2	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot36_0000036925_11	DUF3117 domain-containing protein		
plot1_0000103728_4	hypothetical protein DMG12_02045	F:GO:0003824; C:GO:0016021; F:GO:0046872	
plot1_0000558412_1	hypothetical protein DME10_03895		
plot6_0000233510_1	hypothetical protein	F:GO:0016787	
plot1_0000166612_3	hypothetical protein		
plot6_0000031992_2	alcohol dehydrogenase (cytochrome c)	F:GO:0052934	EC:1.1.2.8
plot6_0000252343_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7
plot36_0000101724_3	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
plot30_0000039707_1	SDR family oxidoreductase		
plot1_0000486626_3	amino acid-binding protein		
plot1_0000041947_8	sugar ABC transporter substrate-binding protein		
plot1_0000000040_70	PQQ-dependent dehydrogenase, methanol/ethanol family		
plot1_0000058604_4	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot36_0000053908_5	Nicotinamidase-related amidase	F:GO:0003824	
plot1_0000002435_25	hypothetical protein DMG30_29470	C:GO:0016021	
plot30_0000187048_8	carboxymethylenebutenolidase	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
plot30_0000649818_2	lectin	F:GO:0030246	
plot1_0000244547_1	lectin	F:GO:0030246	
plot6_0000062506_1	hypothetical protein		
plot1_0000606811_2	heme-binding protein		
plot1_0000003210_14	MBL fold metallo-hydrolase	F:GO:0016787	
plot1_0000544066_2	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot6_0000046404_4	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016021	
plot1_0000401303_2	Cna protein B-type domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000000150_52	lectin	C:GO:0016020; F:GO:0030246	
plot1_0000571939_2	alpha/beta hydrolase	F:GO:0016787	
plot36_0000059652_7	lectin	F:GO:0030246	
plot36_0000259639_1	MBL fold metallo-hydrolase	F:GO:0016787	
plot1_0000498541_2	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
plot1_0000137931_2	hypothetical protein		
plot1_0000501239_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0008876; F:GO:0016491; P:GO:0055114	
plot30_0000290202_1	TRAP transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
plot1_0000288061_4	fumarylacetoacetate hydrolase	F:GO:0016787	
plot6_0000184413_2	gluconolactonase		
plot30_0000083122_3	hypothetical protein		
plot6_0000056024_2	hypothetical protein DMD99_15180		
plot1_0000215399_4	DUF937 domain-containing protein	F:GO:0004427; C:GO:0009279; C:GO:0016020; C:GO:0016021; F:GO:0016787	
plot1_0000605623_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000506996_4	N-acyl homoserine lactonase family protein	C:GO:0016021	
plot36_0000099394_1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0016021	
plot1_0000140754_3	alcohol dehydrogenase (cytochrome c)	F:GO:0052934	EC:1.1.2.8
plot30_0000074200_5	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000271777_2	aldehyde dehydrogenase	F:GO:0016491; P:GO:0055114	
plot1_0000352939_3	hypothetical protein		
plot1_0000024934_12	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot30_0000012706_14	MBL fold metallo-hydrolase	F:GO:0016787	
plot30_0000126504_2	acetamidase	F:GO:0016811	
plot30_0000223847_2	amidohydrolase	F:GO:0016787	
plot1_0000046006_6	lectin	F:GO:0030246	
plot30_0000240976_4	ABC transporter substrate-binding protein		
plot30_0000628286_3	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot1_0000119292_6	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000607799_2	ABC transporter		
plot1_0000002591_18	alcohol dehydrogenase	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot1_0000257537_1	sugar ABC transporter substrate-binding protein	C:GO:0043190	
plot30_0000028782_9	phosphate-binding protein	F:GO:0042301	
plot1_0000034959_11	DUF1330 domain-containing protein		
plot1_0000605385_1	MBL fold metallo-hydrolase	F:GO:0016787	
plot6_0000278538_2	peptidoglycan-associated lipoprotein	P:GO:0009987; C:GO:0016020	
plot6_0000001168_24	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000128539_3	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
plot1_0000100298_5	alcohol dehydrogenase		
plot30_0000520391_2	branched chain amino acid ABC transporter substrate-binding protein		
plot6_0000015487_6	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215	
plot1_0000014495_10	alcohol dehydrogenase (cytochrome c)	F:GO:0052934	EC:1.1.2.8
plot1_0000248853_1	TIGR03118 family protein	F:GO:0003824; C:GO:0016020; C:GO:0016021	
plot30_0000173139_2	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot36_0000106521_2	SDR family oxidoreductase		
plot6_0000174795_3	ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000236391_4	lectin	C:GO:0016020; F:GO:0030246	
plot1_0000074775_1	lectin	C:GO:0016021	
plot1_0000689618_2	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016021	
plot30_0000122431_1	putative 4Fe-4S binding domain protein		
plot1_0000687775_1	lectin		
plot1_0000156008_3	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
plot1_0000179113_3	catalase family peroxidase	F:GO:0004096; P:GO:0006979; F:GO:0020037; F:GO:0046872; P:GO:0055114; P:GO:0098869	EC:1.11.1.7; EC:1.11.1.6
plot1_0000216056_3	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot30_0000243480_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000036844_7	SMP-30/gluconolactonase/LRE family protein		
plot1_0000008807_16	superoxide dismutase	F:GO:0004784; C:GO:0005737; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
plot30_0000333213_1	amino acid ABC transporter substrate-binding protein		
plot1_0000100622_8	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot36_0000258671_2	alcohol dehydrogenase		
plot1_0000153545_5	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot36_0000021179_2	lectin	F:GO:0030246	
plot1_0000648879_3	C-type lectin-like	F:GO:0030246	
plot30_0000076401_7	lectin		
plot1_0000257824_1	lactonase family protein		
plot1_0000449190_2	DUF1330 domain-containing protein		
plot1_0000554793_3	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000604649_1	alcohol dehydrogenase	F:GO:0018468; F:GO:0052930; F:GO:0052931; F:GO:0052932; F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.7; EC:1.1.99.8; EC:1.1.2.8
plot36_0000393601_1	hypothetical protein A3H95_15000		
plot30_0000515555_1	urea ABC transporter substrate-binding protein		
plot1_0000416547_3	hypothetical protein BZY73_05085		
plot1_0000002251_7	amino acid ABC transporter substrate-binding protein		
plot30_0000005185_11	gluconolactonase		
plot1_0000000032_63	lectin	F:GO:0030246	
plot30_0000434065_3	amino acid ABC transporter substrate-binding protein		
plot30_0000628801_3	hypothetical protein DMG19_20490, partial		
plot30_0000091493_2	Quinoprotein glucose dehydrogenase B	F:GO:0008876; P:GO:0055114	EC:1.1.5.2; EC:1.1.99.10
plot30_0000109754_3	autoinducer 2 ABC transporter substrate-binding protein	C:GO:0043190	
plot30_0000611157_2	MBL fold metallo-hydrolase	F:GO:0016787	
plot30_0000066577_5	hypothetical protein A3H95_15180	F:GO:0016810	
plot30_0000054568_1	alpha/beta hydrolase	F:GO:0016787	
plot36_0000102021_6	SMP-30/gluconolactonase/LRE family protein		
plot30_0000590302_1	hypothetical protein DMF78_19140	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot36_0000139736_5	SDR family oxidoreductase		
plot1_0000053823_8	MSMEG_0572 family nitrogen starvation response protein		
plot1_0000224943_4	lactonase family protein		
plot1_0000007556_23	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
plot36_0000104766_1	amino acid ABC transporter substrate-binding protein		
plot1_0000104105_1	NHL repeat-containing protein		
plot30_0000593044_3	cupin domain-containing protein		
plot36_0000064961_5	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
plot30_0000062585_5	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot30_0000014885_7	hypothetical protein	F:GO:0016787	
plot1_0000124777_2	hypothetical protein DMG12_05080	C:GO:0016020; C:GO:0016021	
plot36_0000066429_3	CHRD domain-containing protein		
plot1_0000014048_11	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
plot1_0000092019_1	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
plot30_0000533961_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000164649_3	sugar ABC transporter substrate-binding protein		
plot30_0000629106_2	NIPSNAP family protein	C:GO:0016020; C:GO:0016021	
plot30_0000701397_2	6-phosphogluconolactonase	P:GO:0005975; P:GO:0006098; F:GO:0017057	EC:3.1.1.31; EC:3.1.1.1
plot1_0000680736_3	ABC transporter substrate-binding protein		
plot1_0000625432_1	hypothetical protein DMF86_18175		
plot30_0000320614_4	Peptidylamidoglycolate lyase	F:GO:0016829	
plot30_0000520440_3	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
plot30_0000187648_2	sugar ABC transporter substrate-binding protein		
plot36_0000129188_4	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000388307_3	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot36_0000026332_3	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016021	
plot1_0000001483_27	lectin	F:GO:0030246	
plot1_0000004988_3	lectin	F:GO:0030246	
plot6_0000116786_3	NHL repeat-containing protein		
plot1_0000008692_13	amino acid ABC transporter substrate-binding protein		
plot1_0000077242_6	DUF1330 domain-containing protein	F:GO:0016740	
plot30_0000132626_1	MBL fold metallo-hydrolase		
plot1_0000331637_2	N-acyl homoserine lactonase family protein		
plot1_0000431635_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot1_0000000448_61	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
plot30_0000234226_1	sugar ABC transporter substrate-binding protein		
plot1_0000024389_10	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000049334_3	pyrrolo-quinoline quinone	F:GO:0052934	EC:1.1.2.8
plot1_0000324193_1	sugar ABC transporter substrate-binding protein		
plot1_0000036690_2	MBL fold metallo-hydrolase		
plot30_0000240181_2	hypothetical protein DMF86_18175		
plot1_0000343455_2	alpha/beta hydrolase	F:GO:0016787	
plot30_0000166557_1	alpha-glucoside transport system substrate-binding protein	C:GO:0016020; C:GO:0016021	
plot1_0000264725_4	N-acyl homoserine lactonase family protein		
plot1_0000028499_4	sugar ABC transporter substrate-binding protein		
plot30_0000133007_3	DUF1259 domain-containing protein		
plot1_0000415733_1	gluconolaconase		
plot6_0000030819_1	N-acyl homoserine lactonase family protein	F:GO:0016787	
plot1_0000393418_2	ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000642566_2	N-acyl homoserine lactonase family protein	C:GO:0016021	
plot30_0000355113_1	sugar ABC transporter substrate-binding protein		
plot1_0000726714_2	DUF1330 domain-containing protein		
plot1_0000077715_3	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.8
plot6_0000033614_2	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052933; F:GO:0052934; P:GO:0055114	EC:1.1.2.7; EC:1.1.2.8
plot1_0000268945_1	branched chain amino acid ABC transporter substrate-binding protein		
plot30_0000034523_10	hypothetical protein A3H95_15180	F:GO:0016810	
plot1_0000119240_3	sugar ABC transporter substrate-binding protein		
plot30_0000003873_4	N-acyl homoserine lactonase family protein		
plot30_0000594974_3	lectin	F:GO:0030246	
plot36_0000309568_4	NIPSNAP protein/NIPSNAP protein		
plot30_0000300108_1	MBL fold metallo-hydrolase		
plot30_0000358238_3	lectin	F:GO:0030246	
plot30_0000078029_7	extracellular solute-binding protein		
plot30_0000160855_5	cupin	F:GO:0051213; P:GO:0055114	
plot30_0000270867_1	cupin	F:GO:0051213; P:GO:0055114	
plot30_0000114493_5	cupin domain-containing protein	F:GO:0051213; P:GO:0055114	
plot36_0000040394_7	hypothetical protein DMD91_27485	F:GO:0004061; C:GO:0016021; P:GO:0019441	EC:3.5.1.9
plot30_0000088018_5	hypothetical protein DMD91_27485	F:GO:0004061; C:GO:0016021; P:GO:0019441	EC:3.5.1.9
plot1_0000137968_2	(2Fe-2S)-binding protein	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0047121; F:GO:0051537	EC:1.3.99.16
plot1_0000160573_3	lectin	F:GO:0030246	
plot1_0000578265_4	DUF1259 domain-containing protein		
plot1_0000274426_3	DUF1259 domain-containing protein		
plot6_0000158992_2	---NA---		
plot36_0000127969_1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
plot30_0000183407_2	BMP family ABC transporter substrate-binding protein	C:GO:0005886; P:GO:0008643	
plot30_0000533764_4	CHRD domain-containing protein		
plot1_0000094811_1	hypothetical protein	F:GO:0005509	
plot1_0000333886_2	hypothetical protein	F:GO:0005509	
plot30_0000161198_2	peptide ABC transporter substrate-binding protein	F:GO:0004672; F:GO:0005524; P:GO:0006468; C:GO:0016020; C:GO:0016021; C:GO:0043190; P:GO:0055085	
plot1_0000189506_6	Predicted metal-dependent hydrolase, TIM-barrel fold	F:GO:0016787	
