SeqName	Description	GO IDs	Enzyme Codes
PJJ31266.1	quinonprotein alcohol dehydrogenase		
PJJ16230.1	ABC transporter substrate-binding protein		
PJJ16222.1	branched-chain amino acid ABC transporter substrate-binding protein		
PJJ16003.1	ABC transporter permease		
PJJ15852.1	sugar ABC transporter substrate-binding protein		
PJJ14868.1	gluconolactonase		
PJJ14478.1	ABC transporter substrate-binding protein		
PJJ13468.1	RidA family protein		
PJJ12836.1	branched-chain amino acid ABC transporter substrate-binding protein		
PJJ12806.1	right-handed parallel beta-helix repeat-containing protein		
PJJ12777.1	ABC transporter substrate-binding protein		
PJJ12532.1	ethyl tert-butyl ether degradation protein EthD		
PJJ12138.1	amino acid ABC transporter substrate-binding protein		
PJJ11662.1	ABC transporter substrate-binding protein		
PHK96471.1	tripartite tricarboxylate transporter substrate binding protein		
PDT88239.1	YVTN family beta-propeller repeat protein		
PDT67513.1	DUF1259 domain-containing protein		
PDT64500.1	TMAO reductase system periplasmic protein TorT		
PDT63778.1	DUF4142 domain-containing protein		
PDT63272.1	DUF1259 domain-containing protein		
PDT63196.1	tripartite tricarboxylate transporter substrate binding protein		
PDT62334.1	1,4-butanediol diacrylate esterase		
PDT60944.1	hypothetical protein		
PDT57628.1	hypothetical protein		
PDT17915.1	DUF1254 domain-containing protein		
PDT04243.1	DUF1254 domain-containing protein		
PCK89877.1	sugar ABC transporter substrate-binding protein		
PAU85046.1	phage tail protein		
PAU60961.1	hypothetical protein		
OZG71931.1	amino acid ABC transporter substrate-binding protein		
OWV03799.1	sugar ABC transporter substrate-binding protein		
OWQ85792.1	ABC transporter substrate-binding protein		
OWJ68967.1	sugar ABC transporter substrate-binding protein		
OWJ68120.1	tripartite tricarboxylate transporter substrate binding protein		
OWJ67175.1	sugar ABC transporter substrate-binding protein		
OWJ66144.1	sugar ABC transporter substrate-binding protein		
OWJ64397.1	ABC transporter substrate-binding protein		
OWJ61393.1	sugar ABC transporter substrate-binding protein		
ORJ27546.1	amino acid ABC transporter substrate-binding protein		
ORI19029.1	chemical-damaging agent resistance protein C		
ORC53012.1	SDR family oxidoreductase		
OQR37201.1	amino acid ABC transporter substrate-binding protein		
OQP58895.1	T9SS type A sorting domain-containing protein		
OQP58005.1	phage tail protein		
OQD57401.1	nuclear transport factor 2 family protein		
OOQ54156.1	sugar ABC transporter substrate-binding protein		
OOO41713.1	amino acid ABC transporter substrate-binding protein		
OOO38907.1	amino acid ABC transporter substrate-bindnig protein		
OOO33397.1	carbohydrate ABC transporter substrate-binding protein		
OOL20467.1	carbohydrate ABC transporter substrate-binding protein		
OOG87648.1	cupin domain-containing protein		
OOG79358.1	alpha-glucoside ABC transporter substrate-binding protein		
OOG74434.1	sugar ABC transporter substrate-binding protein		
OOG69219.1	amino acid ABC transporter substrate-binding protein		
OOG58168.1	ABC transporter substrate-binding protein		
OOG42959.1	tripartite tricarboxylate transporter substrate binding protein		
OOG42042.1	fasciclin domain-containing protein		
OOG39756.1	DUF1080 domain-containing protein		
OOE08312.1	twin-arginine translocation signal domain-containing protein		
OOE06849.1	ABC transporter substrate-binding protein		
OOC05653.1	lamin tail domain-containing protein		
ONI89462.1	branched-chain amino acid ABC transporter substrate-binding protein		
ONG55782.1	amino acid ABC transporter substrate-binding protein		
ONG51130.1	amino acid ABC transporter substrate-binding protein		
OLZ48585.1	ABC transporter substrate-binding protein		
OLZ43247.1	DUF664 domain-containing protein		
OLF56421.1	amino acid ABC transporter substrate-binding protein		
OLE96827.1	hypothetical protein AUG75_15640		
OLE96679.1	hypothetical protein AUG75_17570, partial		
OLE87045.1	hypothetical protein AUH28_03820		
OLE86121.1	histidine phosphatase family protein		
OLE81311.1	hypothetical protein AUG06_01675		
OLE79759.1	hypothetical protein AUF76_15990		
OLE79575.1	ABC transporter substrate-binding protein		
OLE78613.1	ABC transporter substrate-binding protein		
OLE72713.1	ABC transporter substrate-binding protein		
OLE69088.1	Right handed beta helix region		
OLE63236.1	D-xylose transporter subunit XylF		
OLE62682.1	sugar ABC transporter substrate-binding protein		
OLE58332.1	twin-arginine translocation signal domain-containing protein		
OLE48030.1	1,4-butanediol diacrylate esterase		
OLE47377.1	hypothetical protein AUH09_03055		
OLE39477.1	hypothetical protein AUH81_18325		
OLE34834.1	hypothetical protein AUG47_00185		
OLE34327.1	hypothetical protein AUG47_01480		
OLE33831.1	CHRD domain-containing protein		
OLE33607.1	DUF1330 domain-containing protein		
OLE33272.1	tripartite tricarboxylate transporter substrate binding protein		
OLE32089.1	class A beta-lactamase-related serine hydrolase		
OLE29194.1	phosphatase		
OLE27862.1	sugar ABC transporter substrate-binding protein		
OLE27263.1	sugar ABC transporter substrate-binding protein		
OLE26918.1	carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein		
OLE24007.1	sugar ABC transporter substrate-binding protein		
OLE23040.1	DUF1929 domain-containing protein		
OLE21967.1	ABC transporter substrate-binding protein		
OLE19041.1	NIPSNAP family protein		
OLE17708.1	lectin		
OLE15568.1	hypothetical protein AUH11_02975		
OLE06440.1	sugar ABC transporter substrate-binding protein		
OLE00151.1	GDSL family lipase		
OLD98787.1	branched-chain amino acid ABC transporter substrate-binding protein		
OLD97487.1	ABC transporter substrate-binding protein		
OLD97114.1	6-phosphogluconolactonase		
OLD94656.1	hypothetical protein AUG79_07870		
OLD94129.1	DUF1080 domain-containing protein		
OLD93814.1	branched-chain amino acid ABC transporter substrate-binding protein		
OLD85073.1	hypothetical protein AUG55_01715		
OLD77934.1	peptidase M23		
OLD76653.1	ABC transporter permease		
OLD74892.1	tricarboxylate transporter		
OLD69371.1	hypothetical protein AUH20_05385		
OLD67690.1	heme-binding protein		
OLD49788.1	ABC transporter substrate-binding protein		
OLD48222.1	metal ABC transporter permease		
OLD45485.1	peptidase M23		
OLD44422.1	hypothetical protein AUI63_06615, partial		
OLD39510.1	NIPSNAP protein/NIPSNAP protein		
OLD39017.1	tricarboxylate transporter		
OLD39003.1	gluconolactonase		
OLD37731.1	hypothetical protein AUI57_09875		
OLD37298.1	hypothetical protein AUI57_11410		
OLD33057.1	lectin		
OLD22345.1	6-bladed beta-propeller		
OLD19709.1	hypothetical protein AUI85_02325		
OLD12621.1	hypothetical protein AUJ01_16060, partial		
OLC92713.1	hypothetical protein AUH86_18440		
OLC77890.1	hypothetical protein AUH83_03705		
OLC75383.1	YVTN family beta-propeller domain-containing protein		
OLC73274.1	VOC family protein		
OLC72615.1	ABC transporter substrate-binding protein		
OLC70931.1	GYD domain-containing protein		
OLC70670.1	hypothetical protein AUH87_04130		
OLC69652.1	hypothetical protein AUH87_05945		
OLC68511.1	tripartite tricarboxylate transporter substrate binding protein		
OLC68147.1	ABC transporter permease		
OLC61662.1	sugar ABC transporter substrate-binding protein		
OLC50582.1	hypothetical protein AUH77_15135		
OLC49530.1	lectin		
OLC49416.1	cupin domain-containing protein		
OLC44355.1	Sugar lactone lactonase YvrE		
OLC39239.1	class A beta-lactamase-related serine hydrolase		
OLC38041.1	extracellular solute-binding protein		
OLC35967.1	sugar ABC transporter substrate-binding protein		
OLC35966.1	sugar ABC transporter substrate-binding protein		
OLC31908.1	branched chain amino acid ABC transporter substrate-binding protein		
OLC19153.1	sugar ABC transporter substrate-binding protein		
OLC17069.1	MBL fold metallo-hydrolase		
OLC12910.1	tannase/feruloyl esterase family alpha/beta hydrolase		
OLB97303.1	hypothetical protein AUH30_10595		
OLB96758.1	chromate resistance protein		
OLB96255.1	T9SS C-terminal target domain-containing protein		
OLB95565.1	hypothetical protein AUH30_14655		
OLB94305.1	hypothetical protein AUH30_17990		
OLB93878.1	hypothetical protein AUH30_19085		
OLB93060.1	hypothetical protein AUH30_20905		
OLB79936.1	tripartite tricarboxylate transporter substrate binding protein		
OLB79464.1	heme-binding protein		
OLB79440.1	gluconate 2-dehydrogenase subunit 3 family protein		
OLB79284.1	tripartite tricarboxylate transporter substrate binding protein		
OLB79183.1	twin-arginine translocation pathway signal protein		
OLB78913.1	amino acid ABC transporter substrate-binding protein		
OLB78320.1	tripartite tricarboxylate transporter substrate binding protein		
OLB78164.1	DUF3455 domain-containing protein		
OLB77948.1	ABC transporter substrate-binding protein		
OLB77423.1	phosphatase PAP2 family protein		
OLB77335.1	amino acid ABC transporter substrate-binding protein		
OLB77275.1	tripartite tricarboxylate transporter substrate binding protein		
OLB77115.1	cupin domain-containing protein		
OLB76834.1	DUF4394 domain-containing protein		
OLB76413.1	ABC transporter substrate-binding protein		
OLB75703.1	tripartite tricarboxylate transporter substrate binding protein		
OLB75702.1	tripartite tricarboxylate transporter substrate binding protein		
OLB75569.1	ABC transporter substrate-binding protein		
OLB75375.1	ABC transporter permease		
OLB75267.1	tripartite tricarboxylate transporter substrate binding protein		
OLB74986.1	heme-binding protein		
OLB74972.1	heme-binding protein		
OLB74882.1	ABC transporter substrate-binding protein		
OLB74149.1	ABC transporter substrate-binding protein		
OLB73606.1	tricarboxylate binding receptor		
OLB73452.1	tripartite tricarboxylate transporter substrate binding protein		
OLB73390.1	glutamate ABC transporter substrate-binding protein		
OLB72868.1	Uncharacterised protein		
OLB72856.1	ABC transporter permease		
OLB72844.1	tripartite tricarboxylate transporter substrate binding protein		
OLB72825.1	mandelate racemase		
OLB72820.1	tripartite tricarboxylate transporter substrate binding protein		
OLB72548.1	DUF1259 domain-containing protein		
OLB72482.1	NHL repeat-containing protein		
OLB72388.1	extracellular solute-binding protein		
OLB72337.1	ABC transporter substrate-binding protein		
OLB72268.1	heme-binding protein		
OLB71997.1	MFS transporter		
OLB70948.1	extracellular solute-binding protein		
OLB70913.1	putative ABC transport system substrate-binding protein		
OLB70696.1	ABC transporter substrate-binding protein		
OLB70492.1	C4-dicarboxylate ABC transporter substrate-binding protein		
OLB70227.1	tripartite tricarboxylate transporter substrate binding protein		
OLB70167.1	tripartite tricarboxylate transporter substrate binding protein		
OLB69127.1	ABC transporter permease		
OLB69110.1	MFS transporter		
OLB69058.1	urea ABC transporter substrate-binding protein		
OLB69046.1	twin-arginine translocation signal domain-containing protein		
OLB68988.1	RidA family protein		
OLB68972.1	ABC transporter substrate-binding protein		
OLB66391.1	hypothetical protein AUH96_08130		
OLB62804.1	lectin		
OLB61595.1	DUF1080 domain-containing protein		
OLB53902.1	hypothetical protein AUH14_09515		
OLB50784.1	hypothetical protein AUH99_08845		
OLB48193.1	branched-chain amino acid ABC transporter substrate-binding protein		
OLB28782.1	sugar ABC transporter substrate-binding protein		
OLB27076.1	hypothetical protein AUH13_24940		
OLA96740.1	ABC transporter substrate-binding protein		
OLA95774.1	TMAO reductase system periplasmic protein TorT		
OKP71798.1	gluconolactonase		
OKP02901.1	hypothetical protein PENSUB_6973		
OKO94979.1	F-box domain, cyclin-like		
OKI62858.1	carbohydrate ABC transporter substrate-binding protein		
OKI49572.1	carbohydrate ABC transporter substrate-binding protein		
OKI47501.1	DUF4331 domain-containing protein		
OJH37087.1	sugar ABC transporter substrate-binding protein		
OJB67523.1	phosphatidylethanolamine-binding protein		
OIM96370.1	extracellular solute-binding protein		
OIM96294.1	branched-chain amino acid ABC transporter substrate-binding protein		
OIM95836.1	ABC transporter substrate-binding protein		
OIM94192.1	ABC transporter substrate-binding protein		
OIM92208.1	sugar ABC transporter substrate-binding protein		
OIM92166.1	amino acid ABC transporter substrate-binding protein		
OIM91727.1	ABC transporter permease		
OIM91687.1	carbohydrate ABC transporter substrate-binding protein		
OIM90824.1	ABC transporter substrate-binding protein		
OIM90274.1	ABC transporter substrate-binding protein		
OIM89985.1	amino acid ABC transporter substrate-binding protein		
OIM89411.1	porin family protein		
OHV90678.1	sugar ABC transporter substrate-binding protein		
OHV89565.1	ABC transporter substrate-binding protein		
OHV89367.1	branched-chain amino acid ABC transporter substrate-binding protein		
OHV89039.1	ABC transporter substrate-binding protein		
OHV87479.1	ABC transporter substrate-binding protein		
OHV87449.1	extracellular solute-binding protein		
OHV86535.1	sugar ABC transporter substrate-binding protein		
OHV86469.1	sugar ABC transporter substrate-binding protein		
OHV84774.1	sugar ABC transporter substrate-binding protein		
OHV83941.1	NmrA family transcriptional regulator		
OHV82999.1	sugar ABC transporter substrate-binding protein		
OHV68656.1	carbohydrate ABC transporter substrate-binding protein		
OHV38595.1	glutamate ABC transporter substrate-binding protein		
OEZ53829.1	fasciclin domain-containing protein		
OEZ32032.1	CHRD domain-containing protein		
OEO32513.1	sugar ABC transporter substrate-binding protein		
OEO30851.1	carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein		
OEO30740.1	sugar ABC transporter substrate-binding protein		
OEO30673.1	sugar ABC transporter substrate-binding protein		
OEO30361.1	sugar ABC transporter substrate-binding protein		
OEO30109.1	Outer membrane protein		
OEO29370.1	Collagenase NC10 and Endostatin		
OEO28422.1	carbohydrate ABC transporter substrate-binding protein		
ODM41249.1	amino acid ABC transporter substrate-binding protein		
ODB65173.1	Uncharacterised protein		
ODA97245.1	ABC transporter		
ODA97059.1	iron ABC transporter substrate-binding protein		
ODA95958.1	ribose ABC transporter substrate-binding protein		
ODA94807.1	right-handed parallel beta-helix repeat-containing protein		
ODA94572.1	ABC transporter substrate-binding protein		
ODA92463.1	ABC transporter substrate-binding protein		
ODA67436.1	porin		
OCC06922.1	sugar ABC transporter substrate-binding protein		
OCC04045.1	sugar ABC transporter substrate-binding protein		
OBZ15960.1	phage tail protein		
OAP47512.1	iron ABC transporter substrate-binding protein		
OAP44295.1	ribose ABC transporter substrate-binding protein		
OAM77989.1	sugar ABC transporter substrate-binding protein		
OAJ61591.1	ABC transporter substrate-binding protein		
OAI56960.1	DUF1080 domain-containing protein		
OAI53507.1	hypothetical protein AYO47_04695		
OAI52881.1	ABC transporter substrate-binding protein		
OAI52761.1	ABC transporter substrate-binding protein		
OAI52418.1	DUF3500 domain-containing protein		
OAI50598.1	tripartite tricarboxylate transporter substrate binding protein		
OAI46652.1	hypothetical protein AYO43_05740		
OAH12860.1	sugar ABC transporter substrate-binding protein		
KYK50212.1	ABC transporter substrate-binding protein		
KYK50197.1	ABC transporter substrate-binding protein		
KYK43765.1	lectin		
KYK43324.1	sugar ABC transporter substrate-binding protein		
KYH03089.1	extracellular solute-binding protein		
KYG99567.1	ABC transporter substrate-binding protein		
KYG22415.1	receptor family ligand-binding protein		
KYG08190.1	ABC transporter substrate-binding protein		
KYF71125.1	carbohydrate ABC transporter substrate-binding protein		
KYC29851.1	peptidase M23		
KXU85551.1	NHL repeat family protein		
KXO73947.1	branched-chain amino acid ABC transporter substrate-binding protein		
KXK59226.1	extracellular solute-binding protein		
KXJ66811.1	cupin domain-containing protein		
KXJ66208.1	amino acid ABC transporter substrate-binding protein		
KWU17416.1	amino acid ABC transporter substrate-binding protein		
KWT78965.1	ABC transporter substrate-binding protein		
KWT74709.1	tripartite tricarboxylate transporter substrate binding protein		
KWT66894.1	hypothetical protein		
